time,asset,strategy,side,prob,entry,exit,pnl,status
2026-04-04T04:08:17.887Z,BTC,momentum,UP,0.2750,0.280000,1.000000,66.460000,WIN
2026-04-04T04:08:58.051Z,BTC,momentum,UP,0.1550,0.160000,1.000000,15.980000,WIN
2026-04-04T04:09:08.083Z,BTC,momentum,UP,0.0900,0.100000,1.000000,134.800000,WIN
2026-04-04T04:09:13.100Z,BTC,momentum,UP,0.0750,0.090000,1.000000,78.670000,WIN
2026-04-04T04:09:18.114Z,BTC,momentum,UP,0.0750,0.080000,1.000000,192.530000,WIN
2026-04-04T04:10:08.239Z,ETH,momentum,UP,0.5550,0.560000,0.000000,-36.790000,LOSS
2026-04-04T04:10:13.247Z,ETH,momentum,UP,0.5200,0.520000,0.000000,-21.860000,LOSS
2026-04-04T04:10:18.256Z,ETH,momentum,UP,0.5250,0.530000,0.000000,-25.780000,LOSS
2026-04-04T04:10:28.270Z,ETH,momentum,UP,0.4550,0.460000,0.000000,-48.110000,LOSS
2026-04-04T04:10:33.273Z,ETH,momentum,UP,0.4350,0.440000,0.000000,-23.390000,LOSS
2026-04-04T04:10:38.288Z,ETH,momentum,UP,0.4250,0.430000,1.000000,43.840000,WIN
2026-04-04T04:10:48.306Z,ETH,momentum,UP,0.5750,0.580000,1.000000,5.790000,WIN
2026-04-04T04:10:53.315Z,ETH,momentum,UP,0.6450,0.650000,1.000000,34.340000,WIN
